ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4117493,2,11/3/2017 13:38,11/3/2017 19:38,43.036297,-89.451055,43.03671,-89.45231,0.07,At US-12/US-14/Beltline Hwy - Accident.,,W Beltline Hwy W,R,Madison,Dane,WI,53711,US,US/Central,KC29,11/3/2017 13:35,43.2,41.5,59,30.35,10,ENE,3.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4117497,2,11/3/2017 14:38,11/3/2017 20:38,42.790796,-89.004521,42.774582,-89.004889,1.12,At WI-26/Exit 171 - Accident.,,I-39 S,R,Milton,Rock,WI,53563,US,US/Central,KJVL,11/3/2017 14:45,46.4,42.9,57,30.32,10,ENE,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4117498,4,11/3/2017 14:50,11/3/2017 20:50,43.230605,-89.680903,43.228167,-89.678177,0.217,Closed at Cr-kp - Road closed due to accident.,7071, US Highway 12,L,Sauk City,Dane,WI,53583-9558,US,US/Central,KC29,11/3/2017 14:55,44.6,40.7,60,30.32,10,ESE,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4117499,4,11/3/2017 14:50,11/3/2017 20:50,43.22916,-89.679044,43.23051,-89.680458,0.117,Closed at Waterford Rd - Road closed due to accident.,7060, US Highway 12,R,Sauk City,Dane,WI,53583-9556,US,US/Central,KC29,11/3/2017 14:55,44.6,40.7,60,30.32,10,ESE,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4117779,3,11/4/2017 9:29,11/4/2017 15:29,42.9623,-87.95602,42.96232,-87.93866,0.878,Between I-43/I-894/Exit 316 and I-94/US-41/Exit 10 - Accident.,,US-41 S,R,Milwaukee,Milwaukee,WI,53221,US,US/Central,KMKE,11/4/2017 9:25,45,37.9,90,30.1,5,East,16.1,0.04,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4117784,4,11/4/2017 23:39,11/5/2017 4:39,43.335715,-89.007946,43.33576,-89.00897,0.052,Closed at Campbell St - Road closed due to accident.,,W12467 State Road 16 and 60,L,Columbus,Dodge,WI,53925-2008,US,US/Central,KUNU,11/4/2017 23:35,42.8,,99,29.84,0.2,Calm,,,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4117863,4,11/5/2017 5:59,11/5/2017 11:59,43.56024,-88.77554,43.57486,-88.76516,1.136,Closed at Oakwood Rd - Road closed due to accident.,,County Hwy-C,R,Waupun,Dodge,WI,53963,US,US/Central,KUNU,11/5/2017 5:55,42.3,,99,29.78,3,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-4117864,2,11/5/2017 12:54,11/5/2017 18:54,43.78774,-88.48296,43.78122,-88.48261,0.451,At WI-23/Johnson St - Accident.,,US-41 S,R,Fond du Lac,Fond du Lac,WI,54937,US,US/Central,KFLD,11/5/2017 12:53,50,,71,29.78,10,WNW,15,0,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118112,2,11/6/2017 7:36,11/6/2017 13:36,43.001376,-87.916123,43.005595,-87.916053,0.292,At Becher St/Exit 312 - Accident.,,I-94 W,R,Milwaukee,Milwaukee,WI,53207,US,US/Central,KMKE,11/6/2017 7:52,34,24.6,64,30.26,10,NNW,13.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118113,2,11/6/2017 7:36,11/6/2017 13:36,43.209289,-87.92127,43.201183,-87.92278,0.565,At Port Washington Rd/Exit 83 - Accident.,,I-43 S,R,Mequon,Ozaukee,WI,53092,US,US/Central,KMWC,11/6/2017 7:45,30.2,22.6,64,30.26,10,NNW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118120,2,11/6/2017 9:43,11/6/2017 15:43,44.25743,-88.46624,44.26623,-88.46619,0.608,At WI-125/College Ave/Exit 137 - Accident.,,US-41 S,R,Appleton,Outagamie,WI,54914,US,US/Central,KATW,11/6/2017 9:45,32,27.5,55,30.24,10,Variable,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118121,2,11/6/2017 9:43,11/6/2017 15:43,43.089605,-88.058037,43.09439,-88.05802,0.331,At I-41/US-45/Zoo Fwy - Accident.,,US-41 N,R,Milwaukee,Milwaukee,WI,53225,US,US/Central,KMWC,11/6/2017 9:45,33.8,25.8,56,30.27,10,NNW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118122,4,11/6/2017 10:19,11/6/2017 16:19,43.048028,-91.155936,43.04393,-91.176834,1.093,Closed between S Main St and Water St - Road closed due to accident. Roadwork.,947, US Highway 18,L,Prairie du Chien,Crawford,WI,53821,US,US/Central,KPDC,11/6/2017 10:15,32,27.5,66,30.33,10,West,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118123,4,11/6/2017 10:19,11/6/2017 16:31,43.047854,-91.156359,43.04393,-91.17687,1.071,Closed between WI-27/W Wisconsin St/W Iowa St and Pleasant Ridge Rd - Road closed due to accident.,,US Highway 18,R,Prairie du Chien,Crawford,WI,53821,US,US/Central,KPDC,11/6/2017 10:15,32,27.5,66,30.33,10,West,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118594,2,11/7/2017 7:44,11/7/2017 13:44,43.1506,-88.05486,43.14416,-88.05493,0.445,At CR-PP/Good Hope Rd/Exit 47B - Accident.,,US-45 S,R,Milwaukee,Milwaukee,WI,53224,US,US/Central,KMWC,11/7/2017 7:45,33.8,28.6,70,30.37,10,North,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118599,2,11/7/2017 8:26,11/7/2017 14:26,43.03574,-87.92035,43.03574,-87.92035,0,At I-43/I-94/US-41/Exit 1 - Accident.,,I-794 W,R,Milwaukee,Milwaukee,WI,53233,US,US/Central,KMKE,11/7/2017 8:52,39,31.8,55,30.39,10,North,11.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118609,4,11/7/2017 13:38,11/7/2017 19:38,43.32349,-87.91957,43.31664,-87.92016,0.474,Closed at WI-60/CR-Q/Exit 92 - Road closed due to accident.,,I-43 S,R,Grafton,Ozaukee,WI,53024,US,US/Central,KETB,11/7/2017 13:35,41,36.4,49,30.32,10,North,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118610,4,11/7/2017 14:08,11/7/2017 20:08,44.87283,-88.14152,44.87283,-88.14152,0,Closed at Main St - Road closed due to accident.,170, S Main St,R,Oconto Falls,Oconto,WI,54154-1437,US,US/Central,KOCQ,11/7/2017 14:15,38.3,35.9,38,30.31,10,NW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118611,4,11/7/2017 14:08,11/7/2017 20:08,44.87283,-88.14152,44.87283,-88.14152,0,Closed at Main St - Road closed due to accident.,170, S Main St,R,Oconto Falls,Oconto,WI,54154-1437,US,US/Central,KOCQ,11/7/2017 14:15,38.3,35.9,38,30.31,10,NW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4118617,3,11/7/2017 17:26,11/7/2017 23:26,43.035821,-87.943396,43.035658,-87.944568,0.06,At 26th St/St Paul Ave/Exit 309 - Accident.,,I-94 W,R,Milwaukee,Milwaukee,WI,53233,US,US/Central,KMKE,11/7/2017 17:52,37,,67,30.36,10,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-4118636,3,11/7/2017 20:23,11/8/2017 2:23,42.970779,-87.91564,42.96663,-87.921884,0.426,Between North-South Fwy and Howard Ave/Exit 314 - Accident.,,I-43 S,R,Milwaukee,Milwaukee,WI,53207,US,US/Central,KMKE,11/7/2017 20:52,34,31,73,30.37,10,WNW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4118641,4,11/7/2017 22:35,11/8/2017 4:35,43.04706,-88.20406,43.04883,-88.23235,1.434,Closed between WI-164/Exit 295 and CR-J/Exit 294 - Road closed due to accident.,,WI-164 S,R,Waukesha,Waukesha,WI,53186,US,US/Central,KUES,11/7/2017 22:35,24.8,,86,30.34,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4119228,4,11/8/2017 8:01,11/8/2017 14:01,44.39853,-88.428709,44.400834,-88.432422,0.243,Closed at Center Valley Rd - Road closed due to accident.,,N4388 State Highway 47,R,Black Creek,Outagamie,WI,54106-8163,US,US/Central,KATW,11/8/2017 8:08,26.6,16.2,80,30.25,10,WSW,11.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4119229,4,11/8/2017 8:01,11/8/2017 14:01,44.400834,-88.432422,44.39853,-88.428709,0.243,Closed at Country Gate Ln - Road closed due to accident.,,N4464 State Highway 47,R,Black Creek,Outagamie,WI,54106-8163,US,US/Central,KATW,11/8/2017 8:08,26.6,16.2,80,30.25,10,WSW,11.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4119230,2,11/8/2017 8:01,11/8/2017 14:01,43.17975,-87.91879,43.17341,-87.91597,0.461,At WI-100/Brown Deer Rd/Exit 82 - Accident.,,I-43 S,R,Milwaukee,Milwaukee,WI,53217,US,US/Central,KMWC,11/8/2017 7:45,26.6,21.2,80,30.33,10,WSW,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4119232,4,11/8/2017 8:28,11/8/2017 14:28,42.834818,-89.319667,42.832551,-89.317448,0.193,Closed at Stewart Rd - Road closed due to accident.,11249, N US Highway 14,L,Brooklyn,Rock,WI,53521-9655,US,US/Central,KC29,11/8/2017 8:35,32.5,27.1,80,30.34,10,SW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4119233,4,11/8/2017 8:28,11/8/2017 14:28,42.832551,-89.317448,42.834818,-89.319667,0.193,Closed at Holt Rd - Road closed due to accident.,11109, N US Highway 14,L,Brooklyn,Rock,WI,53521-9647,US,US/Central,KC29,11/8/2017 8:35,32.5,27.1,80,30.34,10,SW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4119235,2,11/8/2017 8:29,11/8/2017 14:29,43.04396,-89.35023,43.04393,-89.3589,0.438,At CR-BW/Broadway/Towne Dr/Exit 264 - Accident.,,W Beltline Hwy E,R,Madison,Dane,WI,53713,US,US/Central,KMSN,11/8/2017 8:53,33.1,26.9,75,30.36,10,Variable,6.9,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4119236,4,11/8/2017 10:56,11/8/2017 16:56,44.665005,-89.71976,44.662491,-89.719894,0.174,Closed at Short Ln - Road closed due to accident.,4266, State Highway 34,L,Junction City,Portage,WI,54443-9638,US,US/Central,KSTE,11/8/2017 10:55,28.2,20.2,80,30.25,10,WSW,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4119237,4,11/8/2017 10:56,11/8/2017 16:56,44.662491,-89.719894,44.665005,-89.71976,0.174,Closed at County Rd E - Road closed due to accident.,4192, State Highway 34,L,Junction City,Portage,WI,54443-9619,US,US/Central,KSTE,11/8/2017 10:55,28.2,20.2,80,30.25,10,WSW,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4119874,4,11/9/2017 12:04,11/9/2017 18:04,45.136387,-88.015564,45.15189,-88.00117,1.28,Closed at 18th Rd - Road closed due to accident.,,N4871 US Highway 141,L,Pound,Marinette,WI,54161-9420,US,US/Central,KOCQ,11/9/2017 11:55,25.7,15.7,64,30.11,10,WNW,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4119875,4,11/9/2017 12:04,11/9/2017 18:04,45.15189,-88.00117,45.136387,-88.015564,1.28,Closed at County Road P - Road closed due to accident.,,N5302 US Highway 141,R,Crivitz,Marinette,WI,54114,US,US/Central,KMNM,11/9/2017 11:56,26.1,14,55,30.17,10,NNW,15,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4119913,3,11/9/2017 21:37,11/10/2017 3:37,43.21182,-88.14528,43.21659,-88.15096,0.436,At WI-167/Lannon Rd/Exit 54 - Accident.,,US-41 N,R,Germantown,Washington,WI,53022,US,US/Central,KMWC,11/9/2017 21:35,19.4,5.5,42,30.45,10,NNW,15,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4120363,2,11/10/2017 1:18,11/10/2017 7:18,43.00256,-88.03815,43.005773,-88.037416,0.225,At Lincoln Ave/Exit 1 - Accident.,,W Lincoln Ave,R,Milwaukee,Milwaukee,WI,53227,US,US/Central,KMWC,11/10/2017 1:15,15.8,2.7,53,30.5,10,NNW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4120367,4,11/10/2017 5:56,11/10/2017 11:56,43.947409,-88.679705,43.944511,-88.688139,0.465,Closed between County Road FF and Burr Oak Rd - Road closed due to accident.,5601, State Road 44,R,Oshkosh,Winnebago,WI,54904-6848,US,US/Central,KOSH,11/10/2017 5:53,10.9,-2.6,70,30.68,10,North,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-4120368,4,11/10/2017 5:56,11/10/2017 11:56,43.944511,-88.688139,43.947409,-88.679705,0.465,Closed between Burr Oak Rd and County Road FF - Road closed due to accident.,5691, State Road 44,R,Oshkosh,Winnebago,WI,54904-6848,US,US/Central,KOSH,11/10/2017 5:53,10.9,-2.6,70,30.68,10,North,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-4120374,2,11/10/2017 7:00,11/10/2017 13:00,43.025134,-87.898796,43.025134,-87.898796,0,At Lincoln Mem Dr/Exit 1 - Accident.,,Daniel Webster Hoan Memorial Bridge,R,Milwaukee,Milwaukee,WI,53207,US,US/Central,KMKE,11/10/2017 6:52,17.1,4.3,59,30.65,9,NW,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4120394,4,11/10/2017 9:46,11/10/2017 15:46,44.81443,-91.45456,44.82232,-91.45394,0.546,Closed at Willson Dr/Exit 89 - Road closed due to accident.,,US-53 N,R,Altoona,Eau Claire,WI,54720,US,US/Central,KEAU,11/10/2017 9:56,16,1.1,54,30.67,10,ESE,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4120395,2,11/10/2017 9:46,11/10/2017 15:46,43.8454,-88.56278,43.85211,-88.57379,0.718,At Cr-n - Accident.,,US-41 N,R,Van Dyne,Fond du Lac,WI,54979,US,US/Central,KOSH,11/10/2017 9:53,19.9,11.1,62,30.72,10,NE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4120419,3,11/10/2017 14:23,11/10/2017 20:23,42.507269,-87.95163,42.49451,-87.95006,0.885,Between CR-ML/122nd St and Illinois/Wisconsin State Line - Accident. Two lanes closed.,,US-41 S,R,Kenosha,Kenosha,WI,53142,US,US/Central,KENW,11/10/2017 14:10,28,22.8,78,30.54,5,NE,4.6,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4120430,4,11/10/2017 17:51,11/10/2017 23:51,43.49276,-90.01396,43.48382,-90.01389,0.618,Closed at WI-154/Herritz Rd - Road closed due to accident.,,S4190 State Road 23,R,Reedsburg,Sauk,WI,53959-9513,US,US/Central,KC35,11/10/2017 17:55,25,,58,30.47,10,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-4120431,4,11/10/2017 17:51,11/10/2017 23:51,43.48382,-90.01389,43.49276,-90.01396,0.618,Closed at WI-154/Herritz Rd - Road closed due to accident.,,E6099 Herritz Rd,R,Reedsburg,Sauk,WI,53959,US,US/Central,KC35,11/10/2017 17:55,25,,58,30.47,10,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-4120432,3,11/10/2017 17:49,11/10/2017 23:49,44.24092,-88.46499,44.242774,-88.465588,0.131,At CR-BB/Prospect Ave/Exit 136 - Accident.,,US-41 N,R,Neenah,Winnebago,WI,54956,US,US/Central,KATW,11/10/2017 17:45,26.6,17.5,55,30.5,10,ESE,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-4120751,4,11/11/2017 1:56,11/11/2017 7:56,44.374658,-91.307101,44.37462,-91.310811,0.183,Closed at WI-121/Dewey St - Road closed due to accident.,,N36964 US Highway 53 121,R,Whitehall,Trempealeau,WI,54773-9151,US,US/Central,KBCK,11/11/2017 1:55,28.9,21.1,62,30.31,10,SSE,8.1,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4120752,4,11/11/2017 1:56,11/11/2017 7:56,44.37462,-91.310811,44.374658,-91.307101,0.183,Closed at at CR-D - Road closed due to accident.,,N36848 US Highway 53 121,R,Whitehall,Trempealeau,WI,54773-9151,US,US/Central,KBCK,11/11/2017 1:55,28.9,21.1,62,30.31,10,SSE,8.1,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4120770,4,11/11/2017 6:32,11/11/2017 12:32,44.820935,-92.577922,44.817932,-92.57371,0.293,Closed at 760th Ave - Road closed due to accident.,,N7686 State Road 65,R,River Falls,Pierce,WI,54022-4427,US,US/Central,K21D,11/11/2017 6:31,32,23,80,30.16,10,South,11.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-4120773,2,11/11/2017 11:53,11/11/2017 17:53,43.10926,-89.07886,43.10906,-89.08788,0.455,At WI-73/Exit 250 - Accident.,,I-94 W,R,Marshall,Dane,WI,53559,US,US/Central,KMSN,11/11/2017 11:53,30.9,21.7,61,30.28,10,South,11.5,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4120776,3,11/11/2017 17:29,11/11/2017 23:29,44.34222,-87.84322,44.27147,-87.78237,5.74,Between WI-96/CR-KB/Exit 171 and WI-147/CR-Z/Exit 164 - Accident.,,I-43 S,R,Denmark,Brown,WI,54208,US,US/Central,KMTW,11/11/2017 17:17,33.8,27,60,30.23,10,SSW,8.1,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-4120777,3,11/11/2017 17:29,11/11/2017 23:29,44.27152,-87.78203,44.34044,-87.842,5.61,Between WI-147/CR-Z/Exit 164 and WI-96/CR-KB/Exit 171 - Accident.,,I-43 N,R,Maribel,Manitowoc,WI,54227,US,US/Central,KMTW,11/11/2017 17:17,33.8,27,60,30.23,10,SSW,8.1,0,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-4120780,2,11/11/2017 22:08,11/12/2017 4:08,42.977424,-87.916001,42.96619,-87.92711,0.958,Between Holt Ave/Exit 314 and I-43/I-894/Exit 316 - Accident.,,I-43 S,R,Milwaukee,Milwaukee,WI,53207,US,US/Central,KMKE,11/11/2017 21:52,35.1,,67,30.28,10,Calm,,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4120781,4,11/11/2017 22:23,11/12/2017 4:23,43.01399,-87.91622,43.00168,-87.91637,0.851,Closed between Historic W Mitchell St/Exit 312 and Becher St/Exit 312A - Road closed due to accident.,,I-43 S,R,Milwaukee,Milwaukee,WI,53204,US,US/Central,KMKE,11/11/2017 22:52,36,,64,30.29,10,Calm,,0.01,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4121124,2,11/13/2017 6:26,11/13/2017 12:26,42.52928,-88.97105,42.52928,-88.971051,0,At I-39/I-90/Exit 1 - Accident.,,I-43 S,R,Beloit,Rock,WI,53511,US,US/Central,KJVL,11/13/2017 6:45,26.6,,100,30.45,0.1,Calm,,,Light Freezing Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-4121127,2,11/13/2017 6:28,11/13/2017 12:28,42.95788,-88.04394,42.95703,-88.04809,0.218,At US-45/WI-100/108th St/Exit 60 - Accident.,,US-45 S,R,Milwaukee,Milwaukee,WI,53228,US,US/Central,KMKE,11/13/2017 6:52,30,23.2,88,30.48,4,West,6.9,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-4121133,2,11/13/2017 8:29,11/13/2017 14:29,43.05396,-88.400378,43.05414,-88.41092,0.532,At CR-C/Exit 285 - Accident. Lane blocked.,,I-94 W,R,Delafield,Waukesha,WI,53018,US,US/Central,KUES,11/13/2017 8:45,28.4,,93,30.47,5,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4121146,2,11/13/2017 14:15,11/13/2017 20:15,43.05189,-89.27763,43.03914,-89.2736,0.904,At US-12/US-18/Exit 142 - Accident. Left lane blocked.,,I-39 S,R,Madison,Dane,WI,53718,US,US/Central,KMSN,11/13/2017 13:53,41,38,70,30.42,8,SSW,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4121166,2,11/13/2017 18:12,11/14/2017 0:12,44.267844,-88.355465,44.267844,-88.355465,0,At CR-CE/College Ave - Accident.,,WI-441 N,R,Appleton,Outagamie,WI,54915,US,US/Central,KATW,11/13/2017 17:45,33.8,29.6,75,30.34,10,Variable,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4121177,2,11/13/2017 19:39,11/14/2017 1:39,42.97031,-87.9153,42.974637,-87.91544,0.299,At Howard Ave/Exit 314 - Accident. Left lane blocked.,,I-94 W,R,Milwaukee,Milwaukee,WI,53207,US,US/Central,KMKE,11/13/2017 19:52,35.1,30.1,92,30.4,5,SSW,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
