listed_price,bed_type,bathrooms,beds
209,Real Bed,2,3
70,Real Bed,1,1
100,Real Bed,1,1
99,Real Bed,1,4
120,Real Bed,1,1
50,Real Bed,2,1
75,Real Bed,2.5,1
65,Real Bed,1,1
80,Real Bed,1,3
95,Real Bed,1,3
75,Real Bed,1,1
85,Real Bed,1,1
205,Real Bed,2,3
99,Real Bed,0,1
139,Real Bed,1,1
65,Real Bed,1,1
105,Real Bed,1,3
275.000000000001,Real Bed,1,1
55,Real Bed,1,1
99,Real Bed,2,3
125,Real Bed,1,2
79,Real Bed,1,1
130,Real Bed,1,1
99,Real Bed,0,1
82.9999999999999,Real Bed,1,2
143,Real Bed,1,1
40,Real Bed,1,1
105,Real Bed,1,1
120,Real Bed,1,1
65,Real Bed,1,1
35,Real Bed,1,1
199,Real Bed,2,3
130,Real Bed,1,4
54,Real Bed,1,1
125,Real Bed,1,2
140,Real Bed,1,1
89,Real Bed,1,1
100,Real Bed,1.5,1
100,Real Bed,1,1
109,Real Bed,1,3
115,Real Bed,1,1
149,Real Bed,1,2
94,Real Bed,0,1
69,Real Bed,1,1
100,Real Bed,1,1
150,Real Bed,2,2
185,Real Bed,1,2
140,Real Bed,1,2
44,Real Bed,1,2
120,Real Bed,1,1
89.9999999999997,Real Bed,1,2
100,Real Bed,1,2
95,Real Bed,1,1
70,Real Bed,1,1
189,Real Bed,1,3
70,Real Bed,1,1
78,Real Bed,1,2
45,Real Bed,1,1
75,Real Bed,1,2
95,Real Bed,1,1
100,Real Bed,1,1
110,Real Bed,1,2
19,Real Bed,2,2
85.9999999999998,Real Bed,1,2
250,Real Bed,2,4
65,Real Bed,1,1
49,Real Bed,1,1
89.9999999999997,Real Bed,1,1
115,Real Bed,1,1
60,Real Bed,1,1
219,Real Bed,2,2
79,Real Bed,1,1
89.9999999999997,Real Bed,1,2
130,Real Bed,1,2
64,Real Bed,1,1
75,Real Bed,1,1
89,Real Bed,1,1
300,Real Bed,1,1
85,Real Bed,1,2
79,Real Bed,1,1
81.9999999999999,Real Bed,1,1
100,Real Bed,1,2
50,Real Bed,1,4
100,Real Bed,1,1
360,Real Bed,2,2
150,Real Bed,1,1
207,Real Bed,1.5,2
130,Real Bed,1,3
129,Real Bed,1,1
128,Real Bed,1,2
98,Real Bed,1,2
135,Real Bed,1,1
129,Real Bed,1,1
99,Real Bed,0,1
300,Real Bed,2,4
37,Real Bed,1,1
450,Real Bed,1,1
46,Real Bed,1,1
130,Real Bed,1,1
75,Real Bed,1,1
98,Real Bed,1,2
51,Real Bed,1,1
80,Real Bed,1,1
75,Real Bed,1,1
100,Real Bed,1,1
225,Real Bed,1,1
190,Futon,1,1
157,Real Bed,1,1
100,Real Bed,1,2
130,Real Bed,1,1
89.9999999999997,Real Bed,1,1
139,Real Bed,1,1
225,Real Bed,1,1
105,Real Bed,1,3
51,Real Bed,1,1
249,Real Bed,2,5
89.9999999999997,Real Bed,1,1
125,Real Bed,1,1
75,Real Bed,1,1
65,Real Bed,1,1
199,Real Bed,2,2
128,Real Bed,1,2
55,Real Bed,1,1
60,Real Bed,1,1
65,Real Bed,1,1
75,Real Bed,1,1
39,Real Bed,1,1
180,Real Bed,2,2
100,Real Bed,1,1
110,Real Bed,1,2
99,Real Bed,0,1
127,Real Bed,1,2
125,Real Bed,1,1
100,Real Bed,1,1
85,Real Bed,1,1
95,Real Bed,1,1
185,Real Bed,2,2
89.9999999999997,Real Bed,1,1
300,Real Bed,1,1
70,Real Bed,1,2
149,Real Bed,1,2
120,Couch,1,1
239,Real Bed,2,6
85.9999999999998,Real Bed,1,2
89.9999999999997,Real Bed,2,2
150,Real Bed,1,2
150,Real Bed,1,1
125,Real Bed,1,1
65,Futon,1,1
200,Real Bed,1,3
175,Pull-out Sofa,1,2
64,Real Bed,2,2
45,Real Bed,1,1
450,Real Bed,1,2
158,Real Bed,1.5,2
47,Real Bed,1,1
99,Real Bed,0,1
70,Real Bed,1,1
89.9999999999997,Real Bed,1,2
72,Real Bed,1,2
35,Real Bed,1,1
60,Real Bed,1,1
115,Real Bed,1,1
139,Real Bed,1,1
119,Real Bed,1,2
55,Real Bed,1,1
75,Real Bed,1,1
85,Real Bed,1,1
125,Real Bed,1,1
350,Real Bed,2,4
40,Airbed,1.5,1
80,Real Bed,1,1
95,Real Bed,1,1
75,Real Bed,1,1
244,Real Bed,2,3
82.9999999999999,Real Bed,2,1
105,Real Bed,1,3
169,Real Bed,1,2
55,Real Bed,2.5,1
100,Real Bed,1,1
130,Real Bed,1,1
73,Real Bed,2.5,1
75,Real Bed,1,1
99,Real Bed,0,1
130,Real Bed,1,2
69,Real Bed,1,1
30,Real Bed,1,1
95,Real Bed,1,2
41,Real Bed,1,1
105,Real Bed,1,1
119,Real Bed,1,1
75,Real Bed,1,1
115,Real Bed,1,1
120,Real Bed,1,1
45,Real Bed,1,1
69,Real Bed,1,2
98,Real Bed,1,2
170,Real Bed,1,1
31,Real Bed,1,1
215,Real Bed,2,3
290,Real Bed,1,1
85,Real Bed,1,1
65,Real Bed,1,1
115,Real Bed,1,1
125,Real Bed,1,3
75,Real Bed,1,2
80,Real Bed,1,1
70,Futon,1,1
26,Real Bed,1,1
100,Real Bed,1,2
99,Real Bed,1,2
70,Real Bed,1,2
160,Real Bed,1,2
389.000000000001,Real Bed,2,3
99,Real Bed,0,1
89.9999999999997,Real Bed,1,2
99,Real Bed,0,1
135,Real Bed,1,2
129,Real Bed,1,2
75,Real Bed,1,1
71.0000000000001,Real Bed,1,1
125,Real Bed,1,3
135,Real Bed,1,2
48,Real Bed,1,1
100,Real Bed,1,1
159,Real Bed,1,2
209,Real Bed,2,2
249,Real Bed,1,2
135,Real Bed,2,2
89.9999999999997,Real Bed,1.5,1
125,Real Bed,3.5,5
59,Real Bed,1,1
200,Real Bed,1,1
80,Real Bed,1,1
125,Real Bed,1,2
91,Real Bed,1,1
300,Real Bed,2,4
55,Futon,1,1
50,Real Bed,2,2
268.999999999999,Real Bed,1,2
65,Real Bed,1,1
75,Real Bed,1,1
169,Real Bed,1,1
260,Real Bed,1,3
35,Real Bed,1,1
199,Real Bed,3,6
450,Real Bed,3.5,1
150,Real Bed,1,2
85,Real Bed,1,1
125,Real Bed,2.5,3
51,Real Bed,1,1
180,Real Bed,2,2
125,Real Bed,1,1
179,Real Bed,1,3
125,Airbed,1,2
214,Real Bed,2,2
300,Real Bed,2,4
45,Real Bed,1,1
124,Real Bed,2,3
74,Real Bed,1,1
75,Real Bed,1,1
135,Real Bed,1,1
79,Real Bed,1,1
285.000000000001,Real Bed,2.5,6
225,Real Bed,1,2
225,Real Bed,1,3
120,Real Bed,1,2
120,Real Bed,1,1
70,Real Bed,1,1
499,Real Bed,2,4
125,Real Bed,1,2
125,Real Bed,1.5,1
59,Real Bed,1,2
130,Real Bed,1,1
264,Real Bed,3,3
40,Real Bed,1,1
65,Real Bed,1,1
85,Real Bed,1,2
200,Real Bed,1,1
55,Real Bed,1,1
99,Real Bed,1,1
198,Real Bed,1,2
135,Real Bed,1,1
195,Real Bed,1,6
95,Real Bed,1,2
55,Real Bed,1,1
72,Real Bed,1,1
89.9999999999997,Real Bed,1,1
115,Real Bed,1,1
115,Real Bed,1,1
42,Real Bed,3,2
95,Real Bed,1,1
74,Real Bed,1,1
229,Real Bed,1,3
100,Real Bed,1,1
155,Real Bed,1.5,2
175,Real Bed,2,3
219,Real Bed,1,2
125,Real Bed,1,1
60,Real Bed,1,1
100,Real Bed,1,1
150,Real Bed,1,1
119,Real Bed,1,1
89.9999999999997,Real Bed,1,3
195,Real Bed,2,4
98,Real Bed,1,1
125,Real Bed,1.5,2
89,Real Bed,1,1
129,Real Bed,1,1
215,Real Bed,1,4
150,Real Bed,1,2
250,Real Bed,3.5,6
525,Real Bed,3.5,3
89.9999999999997,Futon,1,1
60,Real Bed,1,2
105,Real Bed,2,2
75,Real Bed,1,1
69,Real Bed,1,1
150,Real Bed,1,1
200,Real Bed,1,2
110,Real Bed,1,1
125,Real Bed,1,2
79,Real Bed,1,1
82.9999999999999,Real Bed,1,1
110,Airbed,2,2
85,Real Bed,1,2
877,Real Bed,4.5,7
134,Real Bed,1,1
80,Real Bed,1.5,1
99,Couch,3,6
75,Real Bed,1,1
799,Real Bed,3.5,4
180,Real Bed,1,1
89,Real Bed,1,1
85,Real Bed,1,1
125,Real Bed,1,1
125,Real Bed,1,1
85,Real Bed,1,1
324,Real Bed,2,3
119,Real Bed,1,1
450,Real Bed,2,3
101,Real Bed,1,3
110,Real Bed,1,2
80,Real Bed,1,1
200,Real Bed,1,1
500,Real Bed,3,4
250,Real Bed,1,1
250,Real Bed,2,3
150,Real Bed,1,1
280,Real Bed,1,2
200,Real Bed,1,3
100,Real Bed,1,2
135,Real Bed,1,1
189,Real Bed,1,2
125,Real Bed,1,1
99,Real Bed,1,2
275.000000000001,Real Bed,1,4
62,Real Bed,1.5,1
280,Real Bed,1,1
125,Real Bed,1,2
85,Real Bed,1,1
255,Real Bed,1.5,4
310,Real Bed,2,4
95,Real Bed,1,2
494,Real Bed,2,5
175,Real Bed,1,2
350,Real Bed,3,3
130,Real Bed,1.5,2
699.999999999999,Real Bed,4,9
99,Real Bed,1,3
495.000000000001,Real Bed,2.5,2
79,Real Bed,1,1
81,Real Bed,1,2
235,Real Bed,2.5,4
295,Real Bed,1,2
78,Real Bed,1,1
120,Real Bed,1,1
199,Real Bed,1,1
125,Real Bed,2.5,1
49,Real Bed,1,1
95,Real Bed,1,1
125,Real Bed,1,1
113,Real Bed,1,1
45,Real Bed,1,1
175,Real Bed,1,2
95,Real Bed,1,1
70,Real Bed,1,1
225,Real Bed,1,3
69,Futon,1,2
42,Real Bed,1,NA
125,Real Bed,1.5,3
275.000000000001,Real Bed,1,2
40,Real Bed,1,1
199,Real Bed,2,3
125,Real Bed,1,2
220,Real Bed,2,2
115,Real Bed,2,2
165,Real Bed,1,2
45,Real Bed,1,1
80,Real Bed,1,1
120,Futon,1,3
66,Real Bed,1,1
59,Real Bed,1.5,1
140,Real Bed,1,1
59,Real Bed,1.5,1
50,Real Bed,1,1
76,Real Bed,1,1
99,Real Bed,1,3
69,Real Bed,1.5,1
23,Real Bed,1,1
55,Real Bed,1,1
200,Real Bed,1,1
75,Real Bed,1,2
55,Real Bed,1,2
99,Real Bed,1,1
65,Real Bed,1,1
130,Real Bed,1,1
150,Real Bed,2.5,5
50,Futon,1,1
50,Real Bed,1,1
200,Real Bed,1,5
115,Real Bed,1,2
230,Real Bed,1,1
165,Real Bed,1,3
75,Real Bed,1,1
75,Real Bed,1,1
89.9999999999997,Real Bed,1,2
59,Real Bed,1,1
150,Real Bed,1,2
89,Real Bed,1,1
45,Couch,1,1
75,Real Bed,1,1
75,Real Bed,1,2
119,Real Bed,1.5,3
60,Airbed,1,1
45,Real Bed,1,1
125,Real Bed,1,1
59,Real Bed,1,1
80,Real Bed,1,1
100,Real Bed,1,1
138,Real Bed,2,4
65,Real Bed,1,1
159,Real Bed,1,3
72,Real Bed,1,1
142,Real Bed,1,1
37,Real Bed,1,2
110,Real Bed,1,1
77,Real Bed,1,1
94,Real Bed,1,3
89.9999999999997,Real Bed,1,2
89,Real Bed,1,1
80,Real Bed,1,1
250,Real Bed,2,7
28,Real Bed,1,1
100,Real Bed,1.5,1
45,Real Bed,1,1
80,Real Bed,2,1
85,Real Bed,1,1
71.0000000000001,Real Bed,1,1
45,Real Bed,1,1
120,Real Bed,1,1
150,Real Bed,1,1
40,Real Bed,1,1
114,Real Bed,1,2
30,Real Bed,1,1
44,Futon,1,1
200,Real Bed,1,1
45,Real Bed,1,2
75,Real Bed,1,1
100,Real Bed,1,1
68,Real Bed,1,1
60,Real Bed,1,1
55,Real Bed,1,1
50,Real Bed,1,1
60,Real Bed,1,1
40,Real Bed,1,1
95,Real Bed,1,2
116,Real Bed,1.5,3
395,Real Bed,2,14
100,Real Bed,1,1
65,Real Bed,1,1
300,Real Bed,1,1
99,Real Bed,1.5,4
209,Real Bed,2,3
100,Real Bed,1,1
50,Real Bed,1,1
79,Real Bed,1,1
35,Airbed,1,1
69,Real Bed,1.5,2
84,Real Bed,1,4
250,Real Bed,1.5,3
33,Real Bed,1,1
89,Real Bed,1,3
79,Real Bed,1,1
169,Real Bed,2,4
106,Real Bed,1,2
35,Real Bed,1,1
99,Real Bed,1,1
109,Real Bed,1,1
79,Real Bed,1,1
91,Real Bed,1,1
179,Real Bed,2,4
60,Real Bed,1,1
65,Real Bed,1,1
89.9999999999997,Real Bed,1,3
47,Real Bed,1,2
275.000000000001,Real Bed,2,4
219,Real Bed,2,3
40,Real Bed,1,1
76,Real Bed,1,2
36,Futon,1,1
60,Real Bed,NA,NA
109,Real Bed,1,1
69,Real Bed,1,1
51,Real Bed,1,1
80,Real Bed,1,1
65,Real Bed,2,1
99,Real Bed,1,3
65,Real Bed,1,2
75,Real Bed,1,1
80,Real Bed,1,1
225,Real Bed,1,1
124,Real Bed,1,1
88,Real Bed,1,1
30,Real Bed,1,1
85.9999999999998,Real Bed,1,1
42,Real Bed,1,1
23,Real Bed,1,1
180,Real Bed,1,2
82.9999999999999,Real Bed,1,1
38,Real Bed,1,1
100,Real Bed,1,1
105,Real Bed,1,1
60,Real Bed,1,1
40,Real Bed,1,1
55,Real Bed,1,1
32,Real Bed,1,1
55,Real Bed,1,1
45,Real Bed,1,3
70,Real Bed,1,2
105,Real Bed,1,1
145,Real Bed,2,4
69,Real Bed,1,1
55,Real Bed,1,1
20,Real Bed,1,1
230,Real Bed,2.5,3
25,Real Bed,1,1
35,Real Bed,1,1
42,Real Bed,1,1
25,Real Bed,1,1
20,Real Bed,1,1
35,Airbed,1,1
35,Real Bed,1,2
30,Real Bed,1,1
450,Real Bed,2.5,4
200,Real Bed,2,4
80,Real Bed,1,1
50,Real Bed,1,1
110,Real Bed,1,1
65,Real Bed,1,1
68,Real Bed,1,2
69,Real Bed,1,1
200,Real Bed,1.5,8
75,Real Bed,1,1
45,Real Bed,1,3
165,Real Bed,1,1
20,Real Bed,1,1
190,Real Bed,1,3
28,Real Bed,1,1
115,Real Bed,1,2
52,Real Bed,1,1
115,Real Bed,1.5,1
225,Real Bed,2,3
135,Real Bed,1,2
65,Real Bed,1,1
80,Real Bed,1,1
149,Real Bed,1,4
40,Real Bed,1,1
48,Real Bed,1,1
75,Real Bed,1,2
72,Real Bed,1,1
325,Real Bed,2,4
85,Real Bed,1,3
49,Real Bed,1.5,1
215,Real Bed,2,3
69,Real Bed,1,1
99,Real Bed,1,2
65,Real Bed,1,1
99,Real Bed,1,2
38,Real Bed,1,1
75,Real Bed,1,1
59,Real Bed,1,1
138,Real Bed,1,2
35,Real Bed,2,1
180,Real Bed,1,1
80,Real Bed,1,1
94,Real Bed,1,2
75,Real Bed,1,1
139,Real Bed,1,4
40,Real Bed,1,1
200,Real Bed,2,6
39,Real Bed,1.5,1
225,Real Bed,2,4
150,Real Bed,1,1
89,Real Bed,1.5,2
130,Real Bed,1,2
92.9999999999999,Pull-out Sofa,1,2
60,Real Bed,1,1
135,Real Bed,1,3
100,Real Bed,1,1
135,Real Bed,1,5
115,Real Bed,1.5,2
49,Real Bed,2.5,2
259,Real Bed,2,7
100,Real Bed,1,1
50,Real Bed,1,1
69,Real Bed,2.5,3
65,Real Bed,1,1
41,Real Bed,1.5,2
88,Real Bed,1,1
60,Real Bed,1,1
179,Real Bed,2.5,5
215,Real Bed,1,1
40,Real Bed,1,1
69,Real Bed,1,1
170,Real Bed,2,2
79,Real Bed,1,1
250,Real Bed,2.5,5
125,Real Bed,1,3
38,Real Bed,1,2
69,Real Bed,1,1
31,Real Bed,1,1
35,Pull-out Sofa,1,1
35,Real Bed,1,1
115,Real Bed,1,1
45,Real Bed,1,1
50,Real Bed,1,2
70,Real Bed,1,1
89,Real Bed,1,3
89,Real Bed,1,2
179,Real Bed,2,3
89.9999999999997,Real Bed,2,1
130,Real Bed,1,2
55,Real Bed,1,1
200,Real Bed,1,1
45,Real Bed,1,1
80,Real Bed,1,1
50,Real Bed,1,1
31,Real Bed,1,1
97,Real Bed,1,1
70,Real Bed,1,2
109,Real Bed,1,3
1200,Real Bed,1,1
189,Real Bed,1,4
128,Real Bed,2,6
55,Real Bed,1,1
189,Real Bed,2,5
99,Real Bed,1,2
111,Real Bed,1,2
147,Real Bed,1,3
45,Real Bed,1,1
38,Real Bed,1,1
76,Real Bed,1,1
45,Real Bed,1,1
89,Real Bed,1,2
89,Real Bed,1,4
129,Real Bed,1,4
79,Real Bed,1,2
250,Real Bed,2,3
65,Real Bed,1,1
150,Real Bed,1.5,4
95,Real Bed,1,1
89.9999999999997,Real Bed,1,1
70,Real Bed,1,1
118,Real Bed,1,1
149,Real Bed,2,2
125,Real Bed,1,2
34,Real Bed,1,1
140,Real Bed,1,3
279,Real Bed,2,5
125,Pull-out Sofa,1,1
89,Real Bed,1,2
65,Real Bed,1,1
111,Real Bed,1.5,2
150,Real Bed,2,5
57,Real Bed,1,1
79,Real Bed,1,1
60,Real Bed,1,1
119,Real Bed,1,1
149,Real Bed,1,2
89,Real Bed,1,2
140,Real Bed,1,1
59,Real Bed,1,1
40,Real Bed,1,1
200,Real Bed,1,1
115,Real Bed,1,3
150,Real Bed,1.5,1
40,Real Bed,1,1
169,Real Bed,2,2
85,Futon,1,1
125,Real Bed,1,2
50,Real Bed,2,1
40,Real Bed,1,1
99,Real Bed,1.5,2
149,Real Bed,1,1
89.9999999999997,Real Bed,1,3
165,Real Bed,1,3
80,Real Bed,1,1
100,Real Bed,2,2
88,Real Bed,1,1
150,Real Bed,1,1
55,Real Bed,1,1
99,Real Bed,1,1
100,Real Bed,1.5,1
80,Real Bed,1,1
57,Futon,1,1
63,Real Bed,1,2
85,Real Bed,1,2
99,Real Bed,1.5,4
168,Real Bed,2,3
239,Real Bed,1,2
89.9999999999997,Real Bed,1,2
85.9999999999998,Real Bed,1,2
170,Real Bed,1,2
69,Real Bed,1,1
125,Real Bed,1,1
195,Real Bed,2,3
165,Real Bed,1,4
149,Real Bed,1,1
70,Real Bed,1,2
220,Real Bed,2,5
99,Real Bed,1,1
68,Real Bed,1.5,1
140,Real Bed,1,2
85,Real Bed,1,1
100,Real Bed,1,1
24,Real Bed,1,1
150,Real Bed,1,1
75,Real Bed,1,1
50,Real Bed,1,1
56,Real Bed,1,1
100,Real Bed,1,1
168,Real Bed,1,3
30,Real Bed,1,1
50,Real Bed,1,1
19,Real Bed,1,1
65,Real Bed,0.5,1
50,Real Bed,1,2
29,Real Bed,1,1
243,Real Bed,2,4
75,Real Bed,1,1
95,Real Bed,1,2
79,Real Bed,1,1
75,Real Bed,1,1
40,Real Bed,1,1
59,Real Bed,1,1
108,Real Bed,1,1
65,Real Bed,2,1
126,Real Bed,1,5
25,Real Bed,1,1
48,Real Bed,1,1
100,Real Bed,1,1
45,Real Bed,1,1
60,Real Bed,1,1
55,Real Bed,1,1
89.9999999999997,Real Bed,1,1
65,Real Bed,2,1
89.9999999999997,Real Bed,1,2
65,Real Bed,1,1
100,Futon,1,1
100,Real Bed,1,1
55,Real Bed,1,1
22,Real Bed,1,1
99,Real Bed,1,2
50,Real Bed,1.5,2
56,Real Bed,1,1
50,Real Bed,1,2
85,Real Bed,1,1
450,Real Bed,4.5,5
60,Real Bed,1,3
50,Real Bed,1,1
40,Real Bed,1,1
60,Real Bed,1,1
135,Real Bed,1,2
40,Real Bed,1,1
299,Real Bed,2,4
80,Real Bed,2,4
125,Real Bed,1,3
100,Real Bed,1,1
179,Real Bed,2,6
32,Real Bed,1,1
109,Real Bed,1,2
475.000000000001,Real Bed,3,7
125,Real Bed,1.5,4
57,Real Bed,1,1
650.999999999999,Real Bed,1.5,2
45,Real Bed,1,1
89,Real Bed,1,2
62,Real Bed,1,1
115,Real Bed,1,1
119,Real Bed,1,2
125,Real Bed,1,3
350,Real Bed,2.5,2
49,Real Bed,1,1
80,Real Bed,1.5,2
100,Real Bed,1,1
70,Real Bed,1,1
499,Real Bed,4,8
219,Real Bed,2,2
115,Real Bed,1,2
99,Real Bed,1,1
65,Real Bed,1,2
200,Real Bed,1,2
55,Real Bed,1,3
150,Real Bed,2,2
35,Real Bed,1,1
60,Real Bed,2,1
300,Real Bed,2,3
250,Real Bed,1,2
375.000000000001,Real Bed,3,6
89,Real Bed,1,1
50,Real Bed,1,1
63,Real Bed,1,1
75,Real Bed,1,1
110,Real Bed,1,2
149,Real Bed,1,2
499,Real Bed,1,3
53,Real Bed,1,1
85,Real Bed,1.5,1
113,Real Bed,1,2
99,Real Bed,1,2
725,Real Bed,3.5,6
99,Real Bed,1,2
99,Real Bed,1,1
79,Real Bed,1,1
105,Real Bed,1,1
100,Real Bed,1,1
150,Real Bed,1,1
126,Real Bed,1.5,4
213,Real Bed,2,3
200,Real Bed,1,2
195,Real Bed,2,3
167,Real Bed,1,2
99,Real Bed,1.5,1
500,Real Bed,2,5
75,Futon,1,1
100,Real Bed,1,1
80,Airbed,1,1
45,Real Bed,1,1
29,Real Bed,1,1
200,Real Bed,1,1
44,Real Bed,1,1
88,Real Bed,1,1
80,Real Bed,1,1
75,Real Bed,1,1
75,Real Bed,1,1
99,Real Bed,1,1
89,Futon,1,1
99,Real Bed,1,1
55,Real Bed,1,1
99,Real Bed,1,2
75,Real Bed,1,1
200,Real Bed,1,5
124,Real Bed,1,1
65,Real Bed,1,1
62,Real Bed,0,1
434.999999999999,Real Bed,4,10
75,Real Bed,1.5,1
120,Real Bed,1,1
150,Real Bed,1,1
75,Real Bed,1,1
35,Real Bed,1,2
126,Real Bed,1.5,3
41,Real Bed,1,1
95,Real Bed,1,1
55,Real Bed,1,1
59,Real Bed,1,1
250,Real Bed,2,3
800.000000000001,Real Bed,1,3
48,Real Bed,1,2
99,Real Bed,2,2
125,Real Bed,1,3
110,Real Bed,1,2
59,Futon,1,1
70,Real Bed,1,1
100,Futon,1,1
68,Real Bed,1,1
65,Real Bed,1,1
24,Real Bed,1,1
85,Real Bed,3,1
350,Real Bed,NA,1
125,Real Bed,1,1
112,Real Bed,1,2
89.9999999999997,Real Bed,1,1
175,Real Bed,2,4
185,Real Bed,2,3
98,Real Bed,1,2
699.999999999999,Real Bed,2.5,7
89,Real Bed,1,3
85,Real Bed,1,1
139,Real Bed,1,1
115,Real Bed,1,2
106,Airbed,1,1
75,Real Bed,1,2
78,Real Bed,1,1
37,Real Bed,1,1
300,Real Bed,2,2
34,Pull-out Sofa,1,1
400,Real Bed,1,2
385.000000000001,Real Bed,3.5,6
79,Real Bed,1,1
200,Real Bed,2,3
58,Real Bed,1,1
70,Real Bed,1,1
74,Real Bed,1,3
76,Real Bed,1,2
153,Real Bed,1,1
70,Real Bed,1,1
60,Real Bed,1,1
99,Real Bed,1.5,2
79,Real Bed,1,1
300,Real Bed,3,6
268.999999999999,Real Bed,2.5,4
99,Real Bed,1,2
29,Real Bed,1,3
125,Real Bed,2,2
260,Real Bed,3,9
149,Real Bed,1,5
82.9999999999999,Real Bed,1,1
100,Real Bed,2,2
278,Real Bed,3.5,3
85,Real Bed,1,1
120,Real Bed,1.5,2
69,Real Bed,1,1
58,Real Bed,1,1
49,Real Bed,0.5,1
200,Real Bed,2,4
49,Real Bed,0.5,1
79,Real Bed,1,2
65,Real Bed,1,2
69,Real Bed,1,1
79,Real Bed,1,1
138,Real Bed,1,1
99,Real Bed,1,1
91,Real Bed,1,4
99,Real Bed,1,1
98,Real Bed,1,1
275.000000000001,Real Bed,3.5,5
300,Real Bed,2.5,4
150,Real Bed,1,5
37,Real Bed,1,1
40,Real Bed,3.5,1
85,Real Bed,1,1
260,Real Bed,3,9
110,Real Bed,1,2
41,Real Bed,1,1
118,Real Bed,1,1
49,Real Bed,0.5,1
200,Real Bed,2.5,3
150,Real Bed,2,3
159,Real Bed,2,4
268,Real Bed,4,3
150,Real Bed,1,1
43,Real Bed,1,1
149,Real Bed,1,5
49,Real Bed,1,3
200,Real Bed,2,3
299,Real Bed,2,4
130,Real Bed,1,2
139,Real Bed,2,2
135,Real Bed,1,1
68,Real Bed,1,1
75,Real Bed,1,1
139,Real Bed,1,3
426.000000000001,Real Bed,1,1
100,Real Bed,1,1
140,Real Bed,2,8
49,Real Bed,1,1
120,Real Bed,2.5,3
82.9999999999999,Real Bed,1,2
108,Real Bed,1,1
80,Real Bed,1,2
100,Real Bed,1,1
88,Real Bed,0.5,1
39,Real Bed,1,2
89.9999999999997,Real Bed,1,1
166,Real Bed,2.5,2
70,Real Bed,1,1
88,Real Bed,1,3
79,Real Bed,1,1
42,Real Bed,1,1
69,Real Bed,1,1
229,Real Bed,2.5,4
89.9999999999997,Real Bed,1,1
166,Real Bed,2.5,2
89,Real Bed,1,1
42,Real Bed,2,1
62,Real Bed,1,1
40,Real Bed,1,1
89.9999999999997,Real Bed,1,1
43,Real Bed,1,3
80,Real Bed,1,1
60,Real Bed,1,1
32,Real Bed,1,1
149,Real Bed,4,3
50,Real Bed,3,1
130,Real Bed,1,2
279,Real Bed,3.5,5
100,Real Bed,1,1
55,Real Bed,1,1
99,Real Bed,1.5,2
118,Real Bed,2,2
89,Real Bed,1,1
180,Real Bed,2,2
79,Real Bed,1,1
50,Real Bed,1,1
65,Real Bed,1,1
60,Real Bed,1,2
159,Real Bed,2.5,2
60,Real Bed,1,1
328,Real Bed,3.5,4
85,Real Bed,1,2
100,Real Bed,1,1
300,Real Bed,3.5,6
1200,Real Bed,5.5,6
125,Real Bed,2.5,2
679,Real Bed,4,5
248,Real Bed,3.5,3
39,Real Bed,1,1
99,Real Bed,1,1
249,Real Bed,3.5,3
110,Real Bed,1,2
268,Real Bed,4,3
180,Real Bed,2,3
80,Real Bed,1,2
248,Real Bed,3.5,3
58,Real Bed,1,1
96,Real Bed,1,2
199,Real Bed,4,3
50,Real Bed,1,1
70,Real Bed,1,1
48,Real Bed,1,1
65,Real Bed,1,2
50,Real Bed,2,1
348,Real Bed,3,5
30,Real Bed,1,1
168,Real Bed,3,3
199,Real Bed,3,3
28,Real Bed,1,1
65,Real Bed,1,1
49,Real Bed,1.5,1
70,Real Bed,1,2
288,Real Bed,3.5,3
88,Real Bed,1,1
130,Real Bed,2,3
100,Real Bed,1,2
100,Couch,2,1
130,Real Bed,2,3
59,Real Bed,1,1
248,Real Bed,4,3
70,Real Bed,1.5,2
55,Real Bed,1,1
199,Real Bed,1,3
230,Real Bed,2.5,3
33,Couch,2.5,1
118,Real Bed,1,2
45,Real Bed,1,1
300,Real Bed,2.5,4
80,Real Bed,1,1
1200,Real Bed,6,6
188,Real Bed,3,3
70,Real Bed,1,1
35,Real Bed,1,1
300,Real Bed,1,1
82.9999999999999,Real Bed,1,1
48,Real Bed,1,1
120,Real Bed,1.5,3
199,Real Bed,2.5,3
50,Real Bed,2,1
45,Real Bed,1,1
65,Real Bed,1,1
55,Real Bed,1,1
126,Real Bed,2,2
64,Real Bed,1,1
144,Real Bed,1,1
66,Real Bed,1,2
150,Real Bed,3,3
199,Real Bed,2,2
69,Real Bed,1,2
68,Real Bed,1,1
1200,Real Bed,3.5,3
67,Real Bed,1,2
65,Real Bed,1,2
190,Real Bed,1,1
65,Real Bed,1,2
89,Real Bed,1,1
180,Real Bed,2.5,4
55,Real Bed,1,1
35,Real Bed,1.5,1
58,Real Bed,1,1
85,Real Bed,1,1
139,Real Bed,3,2
45,Real Bed,1,1
35,Real Bed,1.5,3
99,Real Bed,1,1
50,Real Bed,1,2
250,Real Bed,1,2
95,Real Bed,1,2
85,Real Bed,2,1
150,Real Bed,1,3
100,Real Bed,1,1
240,Real Bed,3,6
75,Real Bed,1,1
88,Real Bed,1,1
1500,Real Bed,4,4
80,Real Bed,1,1
70,Real Bed,1.5,1
169,Futon,1.5,1
450,Real Bed,4.5,3
